,subject_term,housing,bikes,homelessness,dogs,parks,construction,traffic,transit,noise,energy,climate,infrastructure,safety,arts,childcare,democracy,cost of living,healthcare,equity,business,max_val,max_cat,count
10,AEI,0.103995457291603,0.0223788116127252,0.0151217440143227,0.0115071274340152,0.0366459935903549,0.1872480809688568,0.0641553848981857,0.2486316412687301,0.0031782689038664,0.7588959336280823,0.0761049017310142,0.2842719852924347,0.4664846062660217,0.9422327876091005,0.0313089117407798,0.0384105034172534,0.1828430593013763,0.2996272444725036,0.9146770238876344,0.508641242980957,0.9422327876091005,arts,9
11,AIDS,0.008072136901319,0.0003883024037349,0.0002439161617076,0.000500185356941,0.0016269786283373,0.0011487562442198,0.0005863552796654,0.0207153260707855,0.0012001304421573,0.0001757025456754,0.0001612965279491,0.0002815587795339,0.0005726004601456,0.0003389251069165,0.0001700056600384,6.649339775322005e-05,0.0006835070671513,0.0009245580877177,0.0003318668459542,0.0002533797814976,0.0207153260707855,transit,43
12,ALH,0.3724560439586639,0.0311819091439247,0.0550901964306831,0.0155158033594489,0.0653756409883499,0.2266565263271331,0.1020499467849731,0.327195793390274,0.0576146990060806,0.8318269848823547,0.1411294490098953,0.2487664520740509,0.4916286468505859,0.6060125231742859,0.0907685831189155,0.0258055049926042,0.4328471422195434,0.4460169672966003,0.9079126715660096,0.3950676023960113,0.9079126715660096,equity,5
13,APS,0.2694655954837799,0.0458987988531589,0.0495067350566387,0.0278012957423925,0.1870194524526596,0.2310969084501266,0.085583247244358,0.2573358714580536,0.0205746218562126,0.5036972165107727,0.1166081130504608,0.2638503313064575,0.6233181357383728,0.9544917345046996,0.0760432705283165,0.0335304699838161,0.4386493265628814,0.1755495071411132,0.1897510439157486,0.3559568524360657,0.9544917345046996,arts,4
14,AQHI,0.5223784446716309,0.0031244226265698,0.002045625122264,0.0024963205214589,0.0098959049209952,0.0808060541749,0.0115483421832323,0.0535742826759815,0.0021658020559698,0.4131466746330261,0.0448580160737037,0.1772776991128921,0.1517810672521591,0.1242466941475868,0.0060398611240088,0.0010239235125482,0.1382402032613754,0.7398441433906555,0.0695530697703361,0.300813227891922,0.7398441433906555,healthcare,5
15,AQI,0.0708339139819145,0.0064172139391303,0.0087949940934777,0.0061248308047652,0.0386255234479904,0.062330424785614,0.0339542366564273,0.1081082746386528,0.0017302037449553,0.3957846462726593,0.0438082180917263,0.2803393304347992,0.1432803273200988,0.0736507475376129,0.0132569288834929,0.0040886672213673,0.1143922358751297,0.0313094668090343,0.8025246262550354,0.0719300210475921,0.8025246262550354,equity,5
16,ATMs,8.235493442043662e-05,7.945828838273883e-05,5.934865475865081e-05,7.174584607128054e-05,6.154588481876999e-05,0.0001426345843356,0.0001182295891339,0.0034448048099875,0.0002717679890338,0.000358568096999,0.0004768313956446,0.9678306579589844,0.7777783274650574,0.0004614353820215,6.333927740342915e-05,0.0002152978267986,0.0036743064410984,0.0001640894479351,0.0025844054762274,0.8081809282302856,0.9678306579589844,infrastructure,3
17,Acquired Immunodeficiency Syndrome,0.0144689241424202,0.0008332128636538,0.0001398417807649,0.0028694549109786,0.0258235000073909,0.0003491098468657,0.001000011106953,0.0317211747169494,0.0002798586210701,0.0007305062026716,0.000567416078411,0.0018050346989184,0.0011313188588246,0.0004665506712626,0.0015360887628048,0.0001416306040482,0.000257504027104,0.1108263060450553,0.0013467636890709,0.0004834962892346,0.1108263060450553,healthcare,43
18,Alzheimers,0.0032546874135732,0.0001294153917115,6.779703835491091e-05,0.0001612236083019,0.0006043157773092,0.0001777427678462,0.0002954843221232,0.0017450394807383,0.0014164225431159,0.0002248408709419,0.000216193657252,0.0001969695294974,0.0007684165029786,0.00014913425548,6.694666080875322e-05,5.519742262549698e-05,0.0002516277891118,0.0011175744002684,0.0006320055690594,0.0001652219798415,0.0032546874135732,housing,2
19,Asian Long Horned Beetles,0.059211891144514,0.0001684938615653,0.0020405210088938,9.225283429259434e-05,0.1081644669175148,0.0160673912614583,0.001422451576218,0.4909066259860992,0.0095129963010549,0.6077945232391357,0.0068139540962874,0.0062656332738697,0.2142072468996048,0.3084815740585327,0.0047620530240237,0.0032306597568094,0.0204661395400762,0.0034573480952531,0.3653514087200165,0.0613798983395099,0.6077945232391357,energy,5
20,Asian Long-Horned Beetles,0.0437097921967506,0.0001357015280518,0.0011871174210682,7.979103247635067e-05,0.0759207531809806,0.015446132980287,0.00085740868235,0.5312153697013855,0.0052988664247095,0.5453331470489502,0.0021584874484688,0.0030730327125638,0.2521441280841827,0.3083230555057525,0.0051343194209039,0.0021557407453656,0.0098998816683888,0.0036917014513164,0.3267552256584167,0.0611051172018051,0.5453331470489502,energy,5
21,Asian Longhorned Beetles,0.1408194452524185,0.0001517402997706,0.0017235464183613,8.291685662698e-05,0.1081032902002334,0.023805009201169,0.0010277460096403,0.5277848243713379,0.0078005925752222,0.4840465486049652,0.0361620485782623,0.0068842740729451,0.2715804874897003,0.3589294254779815,0.011685213074088,0.0055449842475354,0.0266894176602363,0.0083978595212101,0.4461086690425873,0.1085613369941711,0.5277848243713379,transit,5
22,Avenues,0.0012550340034067,0.0008266973891295,0.0001614430802874,0.0004863991343881,0.0002851125027518,0.0016328647034242,0.2001801878213882,0.0175429042428731,0.0004403334460221,0.0008583852904848,0.0005365050164982,0.9394447207450868,0.4070573449134826,0.0009323420817963,0.0003308479790575,0.0039208154194056,0.0065573034808039,0.0004684296145569,0.0170827452093362,0.0071227983571588,0.9394447207450868,infrastructure,43
23,BIA,0.0916020423173904,0.988265872001648,0.0105155566707253,0.0103031303733587,0.0258595645427703,0.1424136608839035,0.0310140531510114,0.0753202363848686,0.0016707611503079,0.1836714744567871,0.0550605133175849,0.9316254258155824,0.3781493306159973,0.0621115379035472,0.0083102695643901,0.0123117556795477,0.2492561787366867,0.0725256279110908,0.1050743833184242,0.9919129014015198,0.9919129014015198,business,994
24,BMX,0.0009817633545026,0.9987109303474426,0.0002196808054577,0.0001669023622525,0.0013414487475529,0.003879488678649,0.0007180099491961,0.0255353488028049,0.0012819682015106,0.0038741664029657,0.0009506570058874,0.0011150561040267,0.3732191324234009,0.0006062901229597,0.0001549378939671,0.0002177772257709,0.0647828429937362,0.0002009497402468,0.0108488388359546,0.8152398467063904,0.9987109303474426,bikes,1
25,BMX bike parks,0.0001371614780509,0.9947078227996826,2.8893768103444017e-05,9.978241723729298e-05,0.9881327152252196,0.0003697471111081,0.0001432947610737,0.0017794579034671,0.008044296875596,0.0103344274684786,0.0004604905552696,0.9084192514419556,0.4073435962200165,0.0002352234150748,6.508728984044865e-05,0.0002862714754883,0.0007154993363656,7.013347931206226e-05,0.0871294885873794,0.3348472714424133,0.9947078227996826,bikes,8
26,BMX bike riders,0.0002848087169695,0.9979748129844666,3.6331159208202735e-05,7.125229603843763e-05,0.0164216961711645,0.000407693471061,0.0002804378164,0.0134386364370584,0.0331180058419704,0.1025170609354972,0.0012455760734155,0.0028348439373075,0.7357852458953857,0.0006236688932403,9.282589599024504e-05,0.0014122725697234,0.0115157272666692,8.965397864812985e-05,0.2112390995025634,0.0054654222913086,0.9979748129844666,bikes,1
27,Barnes dance,0.0012959974119439,0.0003728719311766,9.975027933251111e-05,0.0004096833290532,0.0009801557753235,0.0002638477017171,0.0001524525287095,0.0031977840699255,0.0007767384522594,0.4997879564762115,0.0003126753435935,0.0004828676756005,0.0014158207923173,0.9689013361930848,0.0004708537016995,0.0007062735967338,0.0011547259055078,0.0001618648675503,0.0192090161144733,0.0018071350641548,0.9689013361930848,arts,12
28,CAN-BIKE,0.002780529204756,0.9887871146202089,0.0021730710286647,0.0006711267051286,0.0072883595712482,0.2276541590690612,0.0089635457843542,0.3903738260269165,0.0022405991330742,0.0112438853830099,0.0432359427213668,0.7102106213569641,0.8315958380699158,0.0492373555898666,0.003909352235496,0.0025743476580828,0.0717828199267387,0.0030566505156457,0.0448533184826374,0.5658440589904785,0.9887871146202089,bikes,4
29,CAN-BIKE courses,0.0025458910968154,0.980606496334076,0.0005794730968773,0.0004279367567505,0.0006639644852839,0.0054811448790133,0.0079772109165787,0.0751509740948677,0.0012269790749996,0.0073458165861666,0.0916019007563591,0.1283115595579147,0.5382931232452393,0.0034369942732155,0.0005502132698893,0.0067853946238756,0.0165194831788539,0.0005518661346286,0.0997782722115516,0.0708716958761215,0.980606496334076,bikes,4
30,CANBIKE,0.0182984322309494,0.992064654827118,0.0020342755597084,0.0040858010761439,0.0095688626170158,0.7816174626350403,0.0171003807336092,0.2684750258922577,0.0095446975901722,0.1456474214792251,0.5993528962135315,0.9852825999259948,0.7802032232284546,0.4375930428504944,0.0221299547702074,0.0082070128992199,0.1937310099601745,0.0253444537520408,0.1157251298427581,0.6616663932800293,0.992064654827118,bikes,4
31,CANBIKE courses,0.003297114977613,0.9837814569473268,0.0006661833613179,0.0006201560026966,0.0008386824629269,0.0212654639035463,0.0171778779476881,0.1205196231603622,0.0017250119708478,0.0207821670919656,0.1951921582221985,0.4046374857425689,0.4344292879104614,0.0065021933987736,0.0013825783971697,0.0089808832854032,0.0268120188266038,0.0017722761258482,0.125028595328331,0.0594677589833736,0.9837814569473268,bikes,4
32,CMA,0.1700591742992401,0.0104295723140239,0.004830521531403,0.0042471475899219,0.0203282237052917,0.380961924791336,0.1463226824998855,0.1146865561604499,0.0005504932487383,0.0627785474061966,0.7580639123916626,0.2886236608028412,0.3955238461494446,0.5657917857170105,0.2952420115470886,0.0066311107948422,0.739963710308075,0.6645179986953735,0.0942181199789047,0.925633430480957,0.925633430480957,business,3
33,CP,0.473491370677948,0.0848629474639892,0.109833113849163,0.0373409129679203,0.1699709445238113,0.9256895184516908,0.2867016196250915,0.4536352455615997,0.0652160122990608,0.3091521263122558,0.572962760925293,0.418351948261261,0.4882673621177673,0.3230556845664978,0.1652465760707855,0.1024490222334861,0.8673678040504456,0.2415914684534073,0.3187972009181976,0.5603950619697571,0.9256895184516908,construction,3
34,CRTK,0.2527120113372803,0.0316969640552997,0.0259424597024917,0.0136564960703253,0.0502024218440055,0.4197193384170532,0.4306458532810211,0.6814073324203491,0.0076594110578298,0.4150367081165313,0.4283349215984344,0.4931151568889618,0.589781641960144,0.2678884267807007,0.187583714723587,0.0095672672614455,0.5012203454971313,0.1458034068346023,0.210756778717041,0.6428447961807251,0.6814073324203491,transit,9
35,Canadian National Exhibition,0.0001228801411343,0.0160054601728916,0.0002579500724095,0.0059715444222092,0.0002317604084964,0.0005463965935632,0.0010372224496677,0.0025364644825458,0.0043319449760019,0.0333616398274898,0.0103322183713316,0.0007999422959983,0.0491967946290969,0.5110899806022644,0.000134784480906,0.0104666482657194,0.0132298730313777,0.0003071042301598,0.1096058040857315,0.0005422179237939,0.5110899806022644,arts,62
36,Centres,0.5408980846405029,0.0025801614392548,0.0008469908498227,0.0018355193315073,0.0081776920706033,0.4770295321941376,0.0069883987307548,0.004551965277642,0.0004541535454336,0.0724590346217155,0.8672338128089905,0.9673283696174622,0.2713549435138702,0.1752882748842239,0.3016962110996246,0.0480033829808235,0.1737129688262939,0.5212187767028809,0.3196462988853454,0.7629558444023132,0.9673283696174622,infrastructure,48
37,Christmas trees (waste),7.701399590587243e-05,4.949911817675456e-05,0.0001100841618608,5.738341133110225e-05,0.0001018053371808,0.0002083218569168,7.76601373218e-05,0.004678513854742,0.0016527383122593,0.0004924553795717,0.0002147821360267,7.56070512579754e-05,0.0001589880703249,0.0003599516348913,0.0001002489589154,4.693848313763738e-05,0.0006951807881705,7.256589742610231e-05,0.0002281737106386,0.0003836486430373,0.004678513854742,transit,2
38,Crime Stoppers,0.0007029517437331,0.0024747769348323,0.0003890001389663,0.0013578922953456,0.0002361240331083,0.000267407274805,0.0007574626361019,0.0044550620950758,0.0061523411422967,0.0007145021227188,0.0003265508858021,0.0005305150407366,0.0010136383352801,0.0001070802172762,0.0001762028114171,6.0091195337008685e-05,0.0007329968502745,7.886870298534632e-05,0.0017353399889543,0.0002973124210257,0.0061523411422967,noise,15
39,DEET,0.1604306548833847,0.0072839665226638,0.0256652068346738,0.0059475875459611,0.0521141067147254,0.1028438657522201,0.0380213074386119,0.0772213563323021,0.0025587175041437,0.0339691825211048,0.0269421599805355,0.1403057873249054,0.5799118876457214,0.0171609446406364,0.034058827906847,0.0028167848940938,0.0551020167768001,0.0304479151964187,0.0062093036249279,0.1449854373931884,0.5799118876457214,safety,2
40,DVD rentals,0.000790033431258,0.0002128376654582,0.0001637064706301,0.0025207139551639,0.0007222994463518,0.0002696342417038,0.0007163822301663,0.0120506174862384,0.0008305729134008,0.0007473401492461,0.0096649695187807,0.0003762755077332,0.0274314172565937,0.0051145451143383,0.0002641743340063,0.0131875714287161,0.0178126376122236,0.000388714543078,0.0530517473816871,0.7602147459983826,0.7602147459983826,business,3
41,DVD sales,0.0005368145066313,0.0001522179227322,0.0001247723557753,0.0019029072718694,0.0005323261721059,0.0004377582517918,0.0012317970395088,0.0159256868064403,0.0007772140088491,0.0007351742242462,0.0032792675774544,0.0004475575697142,0.026186779141426,0.0061551150865852,0.0002983635058626,0.0110546266660094,0.0011024118866771,0.00015580462059,0.0228438805788755,0.93982595205307,0.93982595205307,business,3
42,EMS stations,0.0003190040879417,0.00062308908673,0.0023190481588244,0.0007388577796518,7.366203499259427e-05,0.0001575572387082,0.0010091703152284,0.93418151140213,0.0145811708644032,0.010468135587871,0.0039657731540501,0.100425586104393,0.5029687881469727,0.0003942720941267,0.0001758804719429,0.0043155164457857,0.0145525624975562,0.966240406036377,0.1040467098355293,0.0043199174106121,0.966240406036377,healthcare,8
43,Emerald Ash Borer,0.0254012551158666,0.0004241946444381,0.0002452459011692,0.0001822496851673,0.0337461829185485,0.0384441427886486,0.0004636431986,0.061442282050848,0.0006650215364061,0.072845958173275,0.0011911974288523,0.028865348547697,0.0382216982543468,0.1357037425041198,0.0009523301851004,0.0001763225882314,0.0038912934251129,0.0017072183545678,0.0099991746246814,0.014371613971889,0.1357037425041198,arts,14
44,Exhibition Place,0.0002475603250786,0.0447113141417503,5.524603693629615e-05,0.0078881103545427,0.0002557473781052,0.0002659010933712,0.0003727157891262,0.0003239047364331,0.0001948217977769,0.0457691624760627,0.0018213121220469,0.0262483917176723,0.0003876285045407,0.8218401074409485,9.425442840438336e-05,0.0147814014926552,0.0013338574208319,0.0028384260367602,0.1444290876388549,0.7318109273910522,0.8218401074409485,arts,215
45,First Nations,0.0383549742400646,0.0024614830035716,0.0012417022371664,0.000390042347135,0.0044154552742838,0.0163878910243511,0.0017346186796203,0.0532472841441631,0.0008524531149305,0.0241119321435689,0.0023431808222085,0.0193327479064464,0.0937119647860527,0.0272467471659183,0.0047576329670846,0.0006736349314451,0.0528763234615325,0.0008202289463952,0.3110184371471405,0.0001105995470425,0.3110184371471405,equity,283
46,HHW,0.9636514186859132,0.0410295166075229,0.1024902537465095,0.0190993435680866,0.0873889997601509,0.4385517239570617,0.1543261408805847,0.5058303475379944,0.0880032703280448,0.8324844241142273,0.2101734578609466,0.4319581687450409,0.6338862180709839,0.3899619877338409,0.0984453856945037,0.0477815605700016,0.561011791229248,0.941479742527008,0.3922090530395508,0.7043129205703735,0.9636514186859132,housing,5
47,HIV,0.076931320130825,0.0001394833816448,0.0001629004109418,0.0002517167595215,0.0017682056641206,0.0013464593794196,0.000338281650329,0.0248528085649013,0.0002350651775486,0.0002433537010801,0.0001241704303538,0.000493399973493,0.0004536317428573,0.0003572544665075,0.0003104784700553,5.5176442401716486e-05,0.0003756833903025,0.1019356772303581,0.0002671793336048,0.000385600636946,0.1019356772303581,healthcare,43
48,HIV/AIDS,0.0054729208350181,0.0001067339326255,0.000112689755042,0.0001107927746488,0.0004325200570747,0.0003386297612451,0.0002086067397613,0.0057533821091055,0.0002203458279836,0.0001638154644751,8.823946700431406e-05,0.0002520959242247,0.0006197630427777,0.0001341269380645,7.487839320674539e-05,5.264344872557558e-05,0.0002266356605105,0.0036394239868968,0.000417121395003,0.0002286325325258,0.0057533821091055,transit,43
49,HOV lanes,0.0019986077677458,0.000198493929929,5.138430788065307e-05,0.0001696694962447,0.0001723090099403,0.0015913228271529,0.9327608346939088,0.8914116024971008,0.0001691707584541,0.0041910493746399,0.0005138345877639,0.903831660747528,0.7676404118537903,0.000369768065866,9.721908281790093e-05,0.0002996271359734,0.0009091030224226,0.0005483112181536,0.0109943412244319,0.0173621885478496,0.9327608346939088,traffic,18
50,HP,0.6433521509170532,0.0124840401113033,0.0286745689809322,0.0147907584905624,0.2456807345151901,0.7908950448036194,0.0691316574811935,0.234545812010765,0.0066805034875869,0.9881420135498048,0.097274363040924,0.1696186810731887,0.3477891385555267,0.2683263421058655,0.0700699612498283,0.0476536564528942,0.4989054501056671,0.9727010130882264,0.135110318660736,0.4991895258426666,0.9881420135498048,energy,4
51,Hepatitis,0.0651304721832275,0.0004236528766341,0.0002370545553276,0.002379975747317,0.0037276104558259,0.0011183652095496,0.0004495136381592,0.0169897805899381,0.0004515742475632,0.0004538683278951,0.0002412607864243,0.001159519306384,0.0005786248366348,0.0002333091397304,0.0005657611764036,6.609157571801916e-05,0.0006784643628634,0.9651094675064088,0.0005348032573238,0.0004085296823177,0.9651094675064088,healthcare,1
52,Human Papillomavirus,0.0319598168134689,0.0001070483558578,0.0003771475458052,0.000132812623633,0.0166193097829818,0.0002430051536066,0.00028926768573,0.1143043637275695,0.0001712698576739,0.0002336625329917,0.0001024984085233,0.0004706046020146,0.0560328066349029,0.0001534348266432,0.0061514945700764,5.5070442613214254e-05,0.0002074754447676,0.0575792975723743,0.0009003161685541,0.0002380280056968,0.1143043637275695,transit,4
53,Human immunodeficiency virus,0.0159492194652557,0.0001023152944981,0.000273780489806,7.007518433965743e-05,0.0074986685067415,0.0003895427507814,0.0004169973544776,0.1252914071083068,0.0001984562113648,0.000166758254636,0.0001007481841952,0.0006020003929734,0.0117026166990399,0.0001305579789914,0.0014167921617627,4.581193206831813e-05,0.0002472891064826,0.0871278643608093,0.0007144318660721,0.0004642621206585,0.1252914071083068,transit,43
54,ICI waste,0.0064325081184506,0.0095157334581017,0.0265840161591768,0.0108836395666003,0.0043824613094329,0.0029509286396205,0.0103845354169607,0.0203087404370307,0.2317344695329666,0.0071407356299459,0.0250135082751512,0.7646210789680481,0.0005248234374448,0.0002997218689415,0.003614239860326,0.0001272295339731,0.1182903200387954,0.0015124079072847,0.0003194977762177,0.0005164761096239,0.7646210789680481,infrastructure,2
55,ID badges,0.3334775865077972,0.0056077218614518,0.0070259198546409,0.0024480633437633,0.1321829259395599,0.0871036425232887,0.0794319212436676,0.3978083729743957,0.0002580713771749,0.1086747869849205,0.095505878329277,0.2111835181713104,0.4447144269943237,0.1633676588535308,0.0495774336159229,0.0781427323818206,0.0867093503475189,0.098345547914505,0.0985997319221496,0.4344377517700195,0.4447144269943237,safety,3
56,ID cards,0.0571174621582031,0.000150231324369,0.0054533332586288,0.0002173368266085,0.0182999372482299,0.0075544961728155,0.0078419521450996,0.3609500527381897,0.000175564433448,0.0054903221316635,0.0181619748473167,0.0405016019940376,0.6107256412506104,0.0101506747305393,0.0056010610423982,0.0309121813625097,0.0257149282842874,0.0299874041229486,0.0807834938168525,0.2048930078744888,0.6107256412506104,safety,3
57,IPM,0.0880512222647667,0.0101582547649741,0.0059284153394401,0.0092255976051092,0.0169997066259384,0.1794790178537368,0.1484778970479965,0.2745470106601715,0.0024744130205363,0.3666530251502991,0.0822390615940094,0.9737598896026612,0.4386957585811615,0.1375474631786346,0.0055811624042689,0.0186550803482532,0.2055335789918899,0.0331314541399478,0.2086862474679947,0.5480031371116638,0.9737598896026612,infrastructure,4
58,Indians (native),0.0961640253663063,0.0008234938140958,0.0037659381050616,0.0001211831040563,0.0211364645510911,0.0977807492017746,0.0017369852866977,0.2503879070281982,0.001271046581678,0.0584819540381431,0.003723265370354,0.018058942630887,0.1009980216622352,0.1545706838369369,0.0065215323120355,0.0002365629188716,0.0314115099608898,0.0023843795061111,0.1219550743699073,0.001955256331712,0.2503879070281982,transit,67
59,Inui,0.1489820182323455,0.0063593471422791,0.0463523045182228,0.0026703325565904,0.0405660755932331,0.1440389901399612,0.041724395006895,0.2021341025829315,0.0170743837952613,0.1175317764282226,0.1145950183272361,0.4026262760162353,0.3489678800106048,0.0698570907115936,0.0459264405071735,0.0104837547987699,0.26709645986557,0.0575912408530712,0.0772984772920608,0.3048298358917236,0.4026262760162353,infrastructure,67
60,Islamic foods,0.0001092619713745,7.779995939927176e-05,5.748004332417622e-05,0.0002114597882609,0.0001331792445853,0.0001291344524361,0.0001649413752602,0.0046116081066429,0.0001048804842866,0.0008683038176968,0.0001455504680052,7.173127232817933e-05,0.0021762989927083,0.0001341966853942,0.0001314805849688,4.945237742504105e-05,0.0006498081493191,6.48840214125812e-05,0.0023418916389346,0.000133343055495,0.0046116081066429,transit,3
61,Land Transfer Tax,0.0036235267762094,0.0002871848409995,0.0001977926440304,0.0004971041344106,0.0026553848292678,0.0012813515495508,0.0001488931593485,0.0009749006130732,0.0001600214018253,0.0001796356664272,0.0001842450728872,0.0023095342330634,0.0005158366402611,0.0001396439329255,5.570152279688045e-05,0.0002811072336044,0.0009460639557801,9.06380228116177e-05,0.0115541471168398,0.8324070572853088,0.8324070572853088,business,35
62,MLT,0.4453993737697601,0.0430295877158641,0.0323456078767776,0.0284330621361732,0.1714678704738617,0.4660985469818115,0.6971266865730286,0.953699827194214,0.0299622192978858,0.3687179386615753,0.2780423164367676,0.584970235824585,0.5560480952262878,0.3031939566135406,0.1087660491466522,0.0955400839447975,0.5242288112640381,0.2078312337398529,0.4436482489109039,0.7838134765625,0.953699827194214,transit,35
63,March break camps,0.138515904545784,0.001196434139274,0.0019646969158202,0.0025945496745407,0.0039671850390732,0.0020652196835726,0.0004700270073954,0.0092349257320165,0.0163831021636724,0.1928987205028534,0.0418914817273616,0.0004866439267061,0.0103128813207149,0.0026338752359151,0.5767455697059631,0.0014668331714347,0.0052933259867131,0.0002631878014653,0.0269334930926561,0.000596395577304,0.5767455697059631,childcare,4
64,Master Plans,0.1023308709263801,0.0020452500320971,0.0002962507714983,0.0010898814070969,0.0592177137732505,0.0235081911087036,0.0067357230000197,0.0515404231846332,7.653208012925461e-05,0.0197263322770595,0.0167614091187715,0.1285063773393631,0.0251484122127294,0.2459916025400161,0.0013473385479301,0.0113096190616488,0.007745933253318,0.0595303885638713,0.0461004450917243,0.7328504323959351,0.7328504323959351,business,122
65,Metis,0.1127966344356536,0.0017771065467968,0.0025356072001159,0.0013855153229087,0.0233550239354372,0.2391467243432998,0.0152720715850591,0.9302817583084106,0.0003608747501857,0.1692469716072082,0.5328963994979858,0.2960295677185058,0.2313599437475204,0.5848289132118225,0.0191124491393566,0.0034035893622785,0.1307288855314254,0.1755531877279281,0.0626644343137741,0.1453626453876495,0.9302817583084106,transit,67
66,Mikey,0.173570454120636,0.0582317933440208,0.0302662868052721,0.0009746378636918,0.0598755851387977,0.2242034375667572,0.0505206510424613,0.3670372366905212,0.0081695569679141,0.1515281945466995,0.0968011394143104,0.2399895042181015,0.4041095972061157,0.4964424669742584,0.0589702129364013,0.0400317944586277,0.1739601343870163,0.1257808953523636,0.1510263979434967,0.4963731467723846,0.4964424669742584,arts,2
67,Municipal Land Transfer Tax,0.0123042035847902,0.000315127603244,0.000239116125158,0.0004615593061316,0.0032168610487133,0.0040942593477666,0.0002979784912895,0.0007551492890343,0.0001304658362641,0.0001797876611817,0.0001869075204012,0.001460718223825,0.0007591216126456,0.0001486726687289,6.234912143554538e-05,0.0027155485004186,0.0011859792284667,8.419043297180906e-05,0.0174603667110204,0.8057764172554016,0.8057764172554016,business,35
